Y444;;4CC;YUV;;;IYU2 (iRez Stealth Fire camera);
Y8  ;;4CC;GrayScale;;;Simple grayscale video;
Y800;;4CC;GrayScale;;;Simple grayscale video;
YC12;;4CC;YUV;;;Intel YUV12;http://www.fourcc.org/indexyuv.htm
YCCK;;4CC;YUV;;;;
YMPG;;4CC;MPEG-PS;;;YMPEG Alpha (dummy for MPEG-2 compressor);
YU12;;4CC;YUV;;;ATI YV12 4:2:0 Planar;
YU92;;4CC;YUV;;;Intel - YUV;
YUNV;;4CC;YUV;;;A direct copy of YUY2 registered by Nvidia to work around problems in some olds which did not like hardware that offered more than 2 YUY2 surfaces;
YUV2;;4CC;YUV;;;Apple Component Video (YUV 4:2:2);http://www.apple.com/quicktime/download/standalone.html
YUV8;;4CC;YUV;;;Winnov Caviar YUV8 ;http://www.fourcc.org/indexyuv.htm
YUV9;;4CC;YUV;;;Intel YUV9;
YUVP;;4CC;YUV;;;YCbCr 4:2:2 extended precision 10-bits per component in Y0U0Y1V0 order;
YUY2;;4CC;YUV;;;YUV 4:2:2 as for UYVY but with different component ordering within the u_int32 macropixel;http://www.fourcc.org/indexyuv.htm
YUYP;;4CC;YUV;;;Evans & Sutherland;
YUYV;;4CC;YUV;;;Canopus YUV format;http://www.fourcc.org/indexyuv.htm
YV12;;4CC;YUV;;;ATI YVU12 4:2:0 Planar;http://www.fourcc.org/indexyuv.htm
YV16;;4CC;YUV;;;Elecard YUV 4:2:2 Planar;
YV92;;4CC;YUV;;;Intel Smart Video Recorder YVU9;
YVU9;;4CC;YUV;;;Brooktree YVU9 Raw (YVU9 Planar);http://www.fourcc.org/indexyuv.htm
YVYU;;4CC;YUV;;;YUV 4:2:2 as for UYVY but with different component ordering within the u_int32 macropixel;
ZLIB;;4CC;AVIzlib;;;Lossless (ZIP compression);
ZMBV;;4CC;Zip;;;Zip Motion Blocks Video;
ZPEG;;4CC;Video Zipper;;;Metheus Video Zipper;
ZYGO;;4CC;ZyGo;;;ZyGo Video;
V_UNCOMPRESSED;;Mk;RGB;;;Raw uncompressed video frames;
V_MPEG4/ISO/SP;;Mk;MPEG-4 Visual;SP;;Simple Profile;http://www.divx.com
V_MPEG4/ISO/ASP;;Mk;MPEG-4 Visual;ASP;;Advanced Simple Profile;http://www.xvid.org/Downloads.15.0.html
V_MPEG4/ISO/AP;;Mk;MPEG-4 Visual;AP;;Advanced Profile;http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
V_MPEG4/ISO/AVC;;Mk;AVC;;;Advanced Video Codec;http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
V_MPEG4/MS/V2;MS MPEG-4 v2;Mk;MPEG-4 Visual;;;MS MPEG-4 v2;http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
V_MPEG4/MS/V3;MS MPEG-4 v3;Mk;MPEG-4 Visual;;;MS MPEG-4 v3;http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
V_MPEG1;;Mk;MPEG Video;Version 1;;MPEG 1 or 2 Video;http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
V_MPEG2;;Mk;MPEG Video;Version 2;;MPEG 1 or 2 Video;http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
V_REAL/RV10;;Mk;Real 1;;;RealVideo 1.0 aka RealVideo 5;http://www.real.com
V_REAL/RV20;;Mk;Real 2;;;RealVideo 2.0 aka G2 and RealVideo G2+SVT;http://www.real.com
V_REAL/RV30;;Mk;Real 3;;;RealVideo 3.0 aka RealVideo 8;http://www.real.com
V_REAL/RV40;;Mk;Real 4;;;RealVideo 4.0 aka RealVideo 9;http://www.real.com
V_THEORA;;Mk;Theora;;;;http://www.theora.org
Vorbis;;Ogg;Vorbis;;;;http://www.vorbis.com
Theora;;Ogg;Theora;;;;http://www.theora.com
mp4v;;4CC;MPEG-4 Visual;;;MPEG-4 Video (3GPP);http://www.apple.com/quicktime/download/standalone.html
avc1;;4CC;AVC;;;Advanced Video Codec;http://www.apple.com/quicktime/download/standalone.html
h263;;4CC;H.263;;;H.263 (3GPP);http://www.apple.com/quicktime/download/standalone.html
s263;;4CC;H.263;;;H.263 (3GPP);http://www.apple.com/quicktime/download/standalone.html
encv;;4CC;;;;Encrypted Video (3GPP);http://www.apple.com/quicktime/download/standalone.html
